"ID";"BedrijfstakkenWoningen";"RegioS";"Perioden";"AantalInstallaties_1";"OpgesteldVermogenVanZonnepanelen_2"
"417";"E007161";"GM0585";"2016JJ00";"     876";"    3071"
"418";"E007161";"GM0585";"2017JJ00";"    1068";"    3722"
"419";"E007161";"GM0585";"2018JJ00";"    1289";"    4829"
"420";"E007161";"GM1728";"2012JJ00";"     168";"     893"
"421";"E007161";"GM1728";"2013JJ00";"     291";"    1501"
"422";"E007161";"GM1728";"2014JJ00";"     465";"    2758"
"423";"E007161";"GM1728";"2015JJ00";"     567";"    3344"
"424";"E007161";"GM1728";"2016JJ00";"     644";"    3977"
"425";"E007161";"GM1728";"2017JJ00";"     810";"    5722"
"426";"E007161";"GM1728";"2018JJ00";"    1009";"    7402"
"427";"E007161";"GM0376";"2012JJ00";"       .";"       ."
"428";"E007161";"GM0376";"2013JJ00";"      34";"      81"
"429";"E007161";"GM0376";"2014JJ00";"       .";"       ."
"430";"E007161";"GM0376";"2015JJ00";"      82";"     350"
"431";"E007161";"GM0376";"2016JJ00";"     148";"     523"
"432";"E007161";"GM0376";"2017JJ00";"     224";"     929"
"433";"E007161";"GM0376";"2018JJ00";"     332";"    1314"
"434";"E007161";"GM0377";"2012JJ00";"      83";"     165"
"435";"E007161";"GM0377";"2013JJ00";"     151";"     387"
"436";"E007161";"GM0377";"2014JJ00";"     228";"     636"
"437";"E007161";"GM0377";"2015JJ00";"     333";"    1050"
"438";"E007161";"GM0377";"2016JJ00";"     416";"    1353"
"439";"E007161";"GM0377";"2017JJ00";"     500";"    1613"
"440";"E007161";"GM0377";"2018JJ00";"     671";"    2547"
"441";"E007161";"GM1901";"2012JJ00";"     245";"     677"
"442";"E007161";"GM1901";"2013JJ00";"     392";"    1418"
"443";"E007161";"GM1901";"2014JJ00";"     544";"    2205"
"444";"E007161";"GM1901";"2015JJ00";"     705";"    2970"
"445";"E007161";"GM1901";"2016JJ00";"     870";"    3945"
"446";"E007161";"GM1901";"2017JJ00";"    1122";"    5264"
"447";"E007161";"GM1901";"2018JJ00";"    1532";"    9709"
"448";"E007161";"GM0755";"2012JJ00";"      52";"     395"
"449";"E007161";"GM0755";"2013JJ00";"     100";"     770"
"450";"E007161";"GM0755";"2014JJ00";"     156";"    1085"
"451";"E007161";"GM0755";"2015JJ00";"     250";"    2072"
"452";"E007161";"GM0755";"2016JJ00";"     329";"    2979"
"453";"E007161";"GM0755";"2017JJ00";"     439";"    4741"
"454";"E007161";"GM0755";"2018JJ00";"     545";"    6886"
"455";"E007161";"GM0009";"2012JJ00";"      66";"     250"
"456";"E007161";"GM0009";"2013JJ00";"     131";"     561"
"457";"E007161";"GM0009";"2014JJ00";"     193";"     881"
"458";"E007161";"GM0009";"2015JJ00";"     702";"    2545"
"459";"E007161";"GM0009";"2016JJ00";"     859";"    3319"
"460";"E007161";"GM0009";"2017JJ00";"     983";"    3944"
"461";"E007161";"GM0009";"2018JJ00";"    1050";"    4284"
"462";"E007161";"GM1681";"2012JJ00";"     206";"    1399"
"463";"E007161";"GM1681";"2013JJ00";"     449";"    3253"
"464";"E007161";"GM1681";"2014JJ00";"     674";"    4645"
"465";"E007161";"GM1681";"2015JJ00";"     955";"    7581"
"466";"E007161";"GM1681";"2016JJ00";"    1408";"    9250"
"467";"E007161";"GM1681";"2017JJ00";"    1871";"   11255"
"468";"E007161";"GM1681";"2018JJ00";"    2289";"   14248"
"469";"E007161";"GM0147";"2012JJ00";"      87";"     308"
"470";"E007161";"GM0147";"2013JJ00";"     216";"     790"
"471";"E007161";"GM0147";"2014JJ00";"     338";"    1310"
"472";"E007161";"GM0147";"2015JJ00";"     617";"    2506"
"473";"E007161";"GM0147";"2016JJ00";"     782";"    3645"
"474";"E007161";"GM0147";"2017JJ00";"    1015";"    4590"
"475";"E007161";"GM0147";"2018JJ00";"    1268";"    5804"
"476";"E007161";"GM0654";"2012JJ00";"     168";"     754"
"477";"E007161";"GM0654";"2013JJ00";"     429";"    2094"
"478";"E007161";"GM0654";"2014JJ00";"     872";"    3592"
"479";"E007161";"GM0654";"2015JJ00";"    1231";"    5212"
"480";"E007161";"GM0654";"2016JJ00";"    1649";"    6507"
"481";"E007161";"GM0654";"2017JJ00";"    2123";"    8252"
"482";"E007161";"GM0654";"2018JJ00";"    2508";"   77828"
"483";"E007161";"GM0756";"2012JJ00";"     189";"    1111"
"484";"E007161";"GM0756";"2013JJ00";"     356";"    1958"
"485";"E007161";"GM0756";"2014JJ00";"     500";"    2883"
"486";"E007161";"GM0756";"2015JJ00";"     703";"    4071"
"487";"E007161";"GM0756";"2016JJ00";"     916";"    5530"
"488";"E007161";"GM0756";"2017JJ00";"    1153";"    8025"
"489";"E007161";"GM0756";"2018JJ00";"    1556";"   15699"
"490";"E007161";"GM0757";"2012JJ00";"     207";"     855"
"491";"E007161";"GM0757";"2013JJ00";"     465";"    2025"
"492";"E007161";"GM0757";"2014JJ00";"     726";"    2978"
"493";"E007161";"GM0757";"2015JJ00";"     937";"    3861"
"494";"E007161";"GM0757";"2016JJ00";"    1212";"    4942"
"495";"E007161";"GM0757";"2017JJ00";"    1439";"    5963"
"496";"E007161";"GM0757";"2018JJ00";"    1816";"    8499"
"497";"E007161";"GM0758";"2012JJ00";"     517";"    1676"
"498";"E007161";"GM0758";"2013JJ00";"    1044";"    3883"
"499";"E007161";"GM0758";"2014JJ00";"    1495";"    6333"
"500";"E007161";"GM0758";"2015JJ00";"    1992";"    8500"
"501";"E007161";"GM0758";"2016JJ00";"    2577";"   13403"
"502";"E007161";"GM0758";"2017JJ00";"    3269";"   17580"
"503";"E007161";"GM0758";"2018JJ00";"    4600";"   26849"
"504";"E007161";"GM0501";"2012JJ00";"       .";"       ."
"505";"E007161";"GM0501";"2013JJ00";"     151";"     384"
"506";"E007161";"GM0501";"2014JJ00";"     278";"     785"
"507";"E007161";"GM0501";"2015JJ00";"     366";"    1434"
"508";"E007161";"GM0501";"2016JJ00";"     430";"    1770"
"509";"E007161";"GM0501";"2017JJ00";"     562";"    2274"
"510";"E007161";"GM0501";"2018JJ00";"     705";"    3114"
"511";"E007161";"GM1876";"2012JJ00";"     310";"    1365"
"512";"E007161";"GM1876";"2013JJ00";"     675";"    3429"
"513";"E007161";"GM1876";"2014JJ00";"    1068";"    5138"
"514";"E007161";"GM1876";"2015JJ00";"    1303";"    6252"
"515";"E007161";"GM1876";"2016JJ00";"    1629";"    9721"
"516";"E007161";"GM1876";"2017JJ00";"    1967";"   11789"
"517";"E007161";"GM1876";"2018JJ00";"    2562";"   15421"
"518";"E007161";"GM0213";"2012JJ00";"     104";"     383"
"519";"E007161";"GM0213";"2013JJ00";"     273";"    1096"
"520";"E007161";"GM0213";"2014JJ00";"     396";"    1555"
"521";"E007161";"GM0213";"2015JJ00";"     558";"    2282"
"522";"E007161";"GM0213";"2016JJ00";"     635";"    2851"
"523";"E007161";"GM0213";"2017JJ00";"     887";"    4022"
"524";"E007161";"GM0213";"2018JJ00";"    1198";"    5401"
"525";"E007161";"GM0899";"2012JJ00";"     167";"     430"
"526";"E007161";"GM0899";"2013JJ00";"     293";"     851"
"527";"E007161";"GM0899";"2014JJ00";"     376";"    1155"
"528";"E007161";"GM0899";"2015JJ00";"     607";"    2078"
"529";"E007161";"GM0899";"2016JJ00";"     746";"    3117"
"530";"E007161";"GM0899";"2017JJ00";"    1269";"    5011"
"531";"E007161";"GM0899";"2018JJ00";"    1631";"    6467"
"532";"E007161";"GM0312";"2012JJ00";"     175";"     395"
"533";"E007161";"GM0312";"2013JJ00";"     304";"    1039"
"534";"E007161";"GM0312";"2014JJ00";"     392";"    1348"
"535";"E007161";"GM0312";"2015JJ00";"     501";"    1739"
"536";"E007161";"GM0312";"2016JJ00";"     689";"    2461"
"537";"E007161";"GM0312";"2017JJ00";"     821";"    3411"
"538";"E007161";"GM0312";"2018JJ00";"     973";"    4536"
"539";"E007161";"GM0313";"2012JJ00";"      73";"     449"
"540";"E007161";"GM0313";"2013JJ00";"     129";"     724"
"541";"E007161";"GM0313";"2014JJ00";"     211";"    1201"
"542";"E007161";"GM0313";"2015JJ00";"     472";"    3271"
"543";"E007161";"GM0313";"2016JJ00";"     560";"    3832"
"544";"E007161";"GM0313";"2017JJ00";"     688";"    5070"
"545";"E007161";"GM0313";"2018JJ00";"     863";"    6843"
"546";"E007161";"GM0214";"2012JJ00";"     105";"     468"
"547";"E007161";"GM0214";"2013JJ00";"     266";"    1242"
"548";"E007161";"GM0214";"2014JJ00";"     396";"    2050"
"549";"E007161";"GM0214";"2015JJ00";"     523";"    3099"
"550";"E007161";"GM0214";"2016JJ00";"     754";"    4102"
"551";"E007161";"GM0214";"2017JJ00";"     971";"    5441"
"552";"E007161";"GM0214";"2018JJ00";"    1243";"    9159"
"553";"E007161";"GM0502";"2012JJ00";"     139";"     277"
"554";"E007161";"GM0502";"2013JJ00";"     255";"     713"
"555";"E007161";"GM0502";"2014JJ00";"     353";"    1052"
"556";"E007161";"GM0502";"2015JJ00";"     469";"    1460"
"557";"E007161";"GM0502";"2016JJ00";"     575";"    1973"
"558";"E007161";"GM0502";"2017JJ00";"     792";"    2638"
"559";"E007161";"GM0502";"2018JJ00";"    1047";"    3628"
"560";"E007161";"GM0383";"2012JJ00";"     252";"     577"
"561";"E007161";"GM0383";"2013JJ00";"     506";"    1386"
"562";"E007161";"GM0383";"2014JJ00";"     801";"    2275"
"563";"E007161";"GM0383";"2015JJ00";"    1134";"    3455"
"564";"E007161";"GM0383";"2016JJ00";"    1529";"    4811"
"565";"E007161";"GM0383";"2017JJ00";"    1926";"    6118"
"566";"E007161";"GM0383";"2018JJ00";"    2596";"    8370"
"567";"E007161";"GM0109";"2012JJ00";"     315";"    2180"
"568";"E007161";"GM0109";"2013JJ00";"     571";"    3720"
"569";"E007161";"GM0109";"2014JJ00";"     797";"    4859"
"570";"E007161";"GM0109";"2015JJ00";"    1025";"    6457"
"571";"E007161";"GM0109";"2016JJ00";"    1552";"    9299"
"572";"E007161";"GM0109";"2017JJ00";"    2861";"   13823"
"573";"E007161";"GM0109";"2018JJ00";"    3596";"   17659"
"574";"E007161";"GM1706";"2012JJ00";"      71";"     352"
"575";"E007161";"GM1706";"2013JJ00";"     232";"    1063"
"576";"E007161";"GM1706";"2014JJ00";"     350";"    1717"
"577";"E007161";"GM1706";"2015JJ00";"     458";"    2565"
"578";"E007161";"GM1706";"2016JJ00";"     608";"    3420"
"579";"E007161";"GM1706";"2017JJ00";"     801";"    4723"
"580";"E007161";"GM1706";"2018JJ00";"    1116";"   52241"
"581";"E007161";"GM0611";"2012JJ00";"      75";"     265"
"582";"E007161";"GM0611";"2013JJ00";"     169";"     540"
"583";"E007161";"GM0611";"2014JJ00";"     303";"    1037"
"584";"E007161";"GM0611";"2015JJ00";"     384";"    1379"
"585";"E007161";"GM0611";"2016JJ00";"     424";"    1602"
"586";"E007161";"GM0611";"2017JJ00";"     495";"    1939"
"587";"E007161";"GM0611";"2018JJ00";"     642";"    3315"
"588";"E007161";"GM1684";"2012JJ00";"      98";"     641"
"589";"E007161";"GM1684";"2013JJ00";"     206";"    1353"
"590";"E007161";"GM1684";"2014JJ00";"     312";"    2021"
"591";"E007161";"GM1684";"2015JJ00";"     424";"    2555"
"592";"E007161";"GM1684";"2016JJ00";"     561";"    3865"
"593";"E007161";"GM1684";"2017JJ00";"     797";"    4717"
"594";"E007161";"GM1684";"2018JJ00";"    1133";"    7802"
"595";"E007161";"GM0216";"2012JJ00";"     198";"     385"
"596";"E007161";"GM0216";"2013JJ00";"     365";"     959"
"597";"E007161";"GM0216";"2014JJ00";"     595";"    1698"
"598";"E007161";"GM0216";"2015JJ00";"     824";"    2520"
"599";"E007161";"GM0216";"2016JJ00";"    1077";"    3310"
"600";"E007161";"GM0216";"2017JJ00";"    1546";"    5677"
"601";"E007161";"GM0216";"2018JJ00";"    1927";"    7255"
"602";"E007161";"GM0148";"2012JJ00";"     341";"    2547"
"603";"E007161";"GM0148";"2013JJ00";"     712";"    5144"
"604";"E007161";"GM0148";"2014JJ00";"     909";"    6131"
"605";"E007161";"GM0148";"2015JJ00";"    1326";"    9196"
"606";"E007161";"GM0148";"2016JJ00";"    1786";"   10560"
"607";"E007161";"GM0148";"2017JJ00";"    2252";"   13444"
"608";"E007161";"GM0148";"2018JJ00";"    2883";"   18422"
"609";"E007161";"GM1891";"2012JJ00";"     213";"     599"
"610";"E007161";"GM1891";"2013JJ00";"     355";"    1065"
"611";"E007161";"GM1891";"2014JJ00";"     463";"    1566"
"612";"E007161";"GM1891";"2015JJ00";"     557";"    1920"
"613";"E007161";"GM1891";"2016JJ00";"     651";"    2384"
"614";"E007161";"GM1891";"2017JJ00";"     791";"    3262"
"615";"E007161";"GM1891";"2018JJ00";"    1069";"    4636"
"616";"E007161";"GM0503";"2012JJ00";"     969";"    1263"
"617";"E007161";"GM0503";"2013JJ00";"    1288";"    1988"
"618";"E007161";"GM0503";"2014JJ00";"    1485";"    2641"
"619";"E007161";"GM0503";"2015JJ00";"    1759";"    3470"
"620";"E007161";"GM0503";"2016JJ00";"    1993";"    5627"
"621";"E007161";"GM0503";"2017JJ00";"    2456";"    7718"
"622";"E007161";"GM0503";"2018JJ00";"    2936";"   10106"
"623";"E007161";"GM0010";"2012JJ00";"     102";"     472"
"624";"E007161";"GM0010";"2013JJ00";"     251";"    1396"
"625";"E007161";"GM0010";"2014JJ00";"     437";"    2129"
"626";"E007161";"GM0010";"2015JJ00";"    1634";"    6175"
"627";"E007161";"GM0010";"2016JJ00";"    2101";"   39971"
"628";"E007161";"GM0010";"2017JJ00";"    2396";"   41318"
"629";"E007161";"GM0010";"2018JJ00";"    2565";"   43991"
"630";"E007161";"GM0762";"2012JJ00";"     131";"     694"
"631";"E007161";"GM0762";"2013JJ00";"     290";"    1685"
"632";"E007161";"GM0762";"2014JJ00";"     427";"    2301"
"633";"E007161";"GM0762";"2015JJ00";"     577";"    4238"
"634";"E007161";"GM0762";"2016JJ00";"     776";"    5725"
"635";"E007161";"GM0762";"2017JJ00";"     995";"    7114"
"636";"E007161";"GM0762";"2018JJ00";"    1335";"   16530"
"637";"E007161";"GM0150";"2012JJ00";"     680";"    3146"
"638";"E007161";"GM0150";"2013JJ00";"    1113";"    4973"
"639";"E007161";"GM0150";"2014JJ00";"    1610";"    7735"
"640";"E007161";"GM0150";"2015JJ00";"    2315";"   10987"
"641";"E007161";"GM0150";"2016JJ00";"    2883";"   14051"
"642";"E007161";"GM0150";"2017JJ00";"    3387";"   16287"
"643";"E007161";"GM0150";"2018JJ00";"    4352";"   20939"
"644";"E007161";"GM0384";"2012JJ00";"       .";"       ."
"645";"E007161";"GM0384";"2013JJ00";"     133";"     313"
"646";"E007161";"GM0384";"2014JJ00";"     229";"     603"
"647";"E007161";"GM0384";"2015JJ00";"     299";"     849"
"648";"E007161";"GM0384";"2016JJ00";"     396";"    1279"
"649";"E007161";"GM0384";"2017JJ00";"     540";"    1710"
"650";"E007161";"GM0384";"2018JJ00";"     814";"    3013"
"651";"E007161";"GM1774";"2012JJ00";"     156";"    1434"
"652";"E007161";"GM1774";"2013JJ00";"     342";"    2976"
"653";"E007161";"GM1774";"2014JJ00";"     548";"    4379"
"654";"E007161";"GM1774";"2015JJ00";"     988";"    7360"
"655";"E007161";"GM1774";"2016JJ00";"    1172";"   10129"
"656";"E007161";"GM1774";"2017JJ00";"    1417";"   11328"
"657";"E007161";"GM1774";"2018JJ00";"    1739";"   14056"
"658";"E007161";"GM0221";"2012JJ00";"      30";"     265"
"659";"E007161";"GM0221";"2013JJ00";"      84";"     446"
"660";"E007161";"GM0221";"2014JJ00";"     112";"     519"
"661";"E007161";"GM0221";"2015JJ00";"     137";"     600"
"662";"E007161";"GM0221";"2016JJ00";"     193";"     772"
"663";"E007161";"GM0221";"2017JJ00";"     257";"     975"
"664";"E007161";"GM0221";"2018JJ00";"     435";"    1772"
"665";"E007161";"GM0222";"2012JJ00";"     241";"     830"
"666";"E007161";"GM0222";"2013JJ00";"     586";"    2144"
"667";"E007161";"GM0222";"2014JJ00";"     852";"    3268"
"668";"E007161";"GM0222";"2015JJ00";"    1281";"    4994"
"669";"E007161";"GM0222";"2016JJ00";"    1926";"    7150"
"670";"E007161";"GM0222";"2017JJ00";"    2656";"   10043"
"671";"E007161";"GM0222";"2018JJ00";"    3653";"   15115"
"672";"E007161";"GM0766";"2012JJ00";"     129";"     429"
"673";"E007161";"GM0766";"2013JJ00";"     231";"     869"
"674";"E007161";"GM0766";"2014JJ00";"     322";"    1325"
"675";"E007161";"GM0766";"2015JJ00";"     421";"    1747"
"676";"E007161";"GM0766";"2016JJ00";"     532";"    2291"
"677";"E007161";"GM0766";"2017JJ00";"     814";"    3682"
"678";"E007161";"GM0766";"2018JJ00";"    1145";"    5222"
"679";"E007161";"GM0058";"2012JJ00";"     176";"     748"
"680";"E007161";"GM0058";"2013JJ00";"     312";"    1528"
"681";"E007161";"GM0058";"2014JJ00";"     429";"    1980"
"682";"E007161";"GM0058";"2015JJ00";"     578";"    3365"
"683";"E007161";"GM0058";"2016JJ00";"     704";"    4375"
"684";"E007161";"GM0058";"2017JJ00";"     862";"    5530"
"685";"E007161";"GM0058";"2018JJ00";"    1133";"    7840"
"686";"E007161";"GM0505";"2012JJ00";"     350";"    1274"
"687";"E007161";"GM0505";"2013JJ00";"     878";"    2657"
"688";"E007161";"GM0505";"2014JJ00";"    1126";"    3576"
"689";"E007161";"GM0505";"2015JJ00";"    1371";"    4437"
"690";"E007161";"GM0505";"2016JJ00";"    1570";"    5820"
"691";"E007161";"GM0505";"2017JJ00";"    1865";"    7064"
"692";"E007161";"GM0505";"2018JJ00";"    2567";"   10342"
"693";"E007161";"GM0498";"2012JJ00";"     166";"     577"
"694";"E007161";"GM0498";"2013JJ00";"     448";"    1689"
"695";"E007161";"GM0498";"2014JJ00";"     642";"    2480"
"696";"E007161";"GM0498";"2015JJ00";"     844";"    3843"
"697";"E007161";"GM0498";"2016JJ00";"    1007";"    5093"
"698";"E007161";"GM0498";"2017JJ00";"    1227";"    6048"
"699";"E007161";"GM0498";"2018JJ00";"    1591";"    8876"
"700";"E007161";"GM1719";"2012JJ00";"      87";"     304"
"701";"E007161";"GM1719";"2013JJ00";"     324";"    1378"
"702";"E007161";"GM1719";"2014JJ00";"     421";"    1807"
"703";"E007161";"GM1719";"2015JJ00";"     510";"    2291"
"704";"E007161";"GM1719";"2016JJ00";"     606";"    2880"
"705";"E007161";"GM1719";"2017JJ00";"     755";"    3525"
"706";"E007161";"GM1719";"2018JJ00";"    1032";"    4815"
"707";"E007161";"GM0303";"2012JJ00";"     370";"    2500"
"708";"E007161";"GM0303";"2013JJ00";"     719";"    5360"
"709";"E007161";"GM0303";"2014JJ00";"    1017";"    8874"
"710";"E007161";"GM0303";"2015JJ00";"    1358";"   14365"
"711";"E007161";"GM0303";"2016JJ00";"    1681";"   17912"
"712";"E007161";"GM0303";"2017JJ00";"    2487";"   23304"
"713";"E007161";"GM0303";"2018JJ00";"    3388";"   32563"
"714";"E007161";"GM0225";"2012JJ00";"      67";"     227"
"715";"E007161";"GM0225";"2013JJ00";"     165";"     595"
"716";"E007161";"GM0225";"2014JJ00";"     247";"    1008"
"717";"E007161";"GM0225";"2015JJ00";"     328";"    1346"
"718";"E007161";"GM0225";"2016JJ00";"     445";"    1776"
"719";"E007161";"GM0225";"2017JJ00";"     640";"    2694"
"720";"E007161";"GM0225";"2018JJ00";"     919";"    4406"
"721";"E007161";"GM0226";"2012JJ00";"      74";"     194"
"722";"E007161";"GM0226";"2013JJ00";"     246";"     883"
"723";"E007161";"GM0226";"2014JJ00";"     369";"    1545"
"724";"E007161";"GM0226";"2015JJ00";"     476";"    1953"
"725";"E007161";"GM0226";"2016JJ00";"     581";"    3986"
"726";"E007161";"GM0226";"2017JJ00";"     737";"    5806"
"727";"E007161";"GM0226";"2018JJ00";"    1231";"   11287"
"728";"E007161";"GM1711";"2012JJ00";"     296";"    1159"
"729";"E007161";"GM1711";"2013JJ00";"     569";"    2384"
"730";"E007161";"GM1711";"2014JJ00";"     750";"    3281"
"731";"E007161";"GM1711";"2015JJ00";"    1173";"    5111"
"732";"E007161";"GM1711";"2016JJ00";"    1519";"    8261"
"733";"E007161";"GM1711";"2017JJ00";"    1839";"    9813"
"734";"E007161";"GM1711";"2018JJ00";"    2248";"   12815"
"735";"E007161";"GM0385";"2012JJ00";"      91";"     224"
"736";"E007161";"GM0385";"2013JJ00";"     266";"     950"
"737";"E007161";"GM0385";"2014JJ00";"     408";"    1490"
"738";"E007161";"GM0385";"2015JJ00";"     530";"    2005"
"739";"E007161";"GM0385";"2016JJ00";"     656";"    2771"
"740";"E007161";"GM0385";"2017JJ00";"     861";"    3891"
"741";"E007161";"GM0385";"2018JJ00";"    1259";"    5887"
"742";"E007161";"GM0228";"2012JJ00";"     526";"    1619"
"743";"E007161";"GM0228";"2013JJ00";"    1071";"    4204"
"744";"E007161";"GM0228";"2014JJ00";"    1597";"    6416"
"745";"E007161";"GM0228";"2015JJ00";"    2314";"    9505"
"746";"E007161";"GM0228";"2016JJ00";"    3427";"   17169"
"747";"E007161";"GM0228";"2017JJ00";"    4275";"   22120"
"748";"E007161";"GM0228";"2018JJ00";"    5678";"   31671"
"749";"E007161";"GM0317";"2012JJ00";"      33";"     204"
"750";"E007161";"GM0317";"2013JJ00";"      76";"     457"
"751";"E007161";"GM0317";"2014JJ00";"     140";"     718"
"752";"E007161";"GM0317";"2015JJ00";"     314";"    1306"
"753";"E007161";"GM0317";"2016JJ00";"     413";"    1687"
"754";"E007161";"GM0317";"2017JJ00";"     614";"    2492"
"755";"E007161";"GM0317";"2018JJ00";"     941";"    9162"
"756";"E007161";"GM1651";"2012JJ00";"     134";"     506"
"757";"E007161";"GM1651";"2013JJ00";"     234";"    1030"
"758";"E007161";"GM1651";"2014JJ00";"     367";"    1890"
"759";"E007161";"GM1651";"2015JJ00";"    1397";"    6001"
"760";"E007161";"GM1651";"2016JJ00";"    1720";"    7633"
"761";"E007161";"GM1651";"2017JJ00";"    1890";"    9158"
"762";"E007161";"GM1651";"2018JJ00";"    2042";"   11524"
